,Nombre empresa,Puesto ofertado,Ubicación,Días activos,Nº Solicitudes,Nivel experiencia,Sector,Tipo jornada,Funciones laborales,Descripción
0,BANDAI NAMCO Mobile,Game Lead,"Barcelona, Cataluña, España",Publicado hace hace 3 semanas,442 visualizaciones,Director,Videojuegos,Jornada completa,Producción,"Anunciado por
Max Stuart 🎮
Talent Acquisition at BANDAI NAMCO Mobile
 PAC-MAN to Tekken, Tamagotchi to Dark Souls, we are a games company steeped in history and BANDAI NAMCO Mobile is the exciting new pillar of the BANDAI NAMCO Group’s mobile strategy, to grow from the #5 global mobile publisher to #1!  
We offer a truly flat structure, full role autonomy and the creative freedom of a start- up, whilst still having the legacy, resources and stability of BANDAI NAMCO, a global gaming powerhouse. Our goal in Barcelona is to enrich BANDAI NAMCO's list of successful IP's by creating original and innovative mobile games. 
 Games Team 
 Everybody in our development team is first and foremost, a Game Maker and you will be no different. You will be working in small teams to rapidly design, prototype and iterate game ideas from yourself and the team, so although a master of your own discipline, you will still have a huge voice when it comes to concepting and designing Games at BANDAI NAMCO Mobile. Due to this, it is imperative that you can bring a deep understanding of the Mobile F2P Gaming Market. 
 Although an experienced voice when it comes to Video Games, you understand that there is always more to learn from both your peers and from the community. You are flexible and open to change within a fast-paced team environment and a firm believer that world class games begin with a world class team. You understand that processes are not written in stone to be followed regardless, that everything can always be changed and improved, and that change can bring innovation. 

Game Lead

We are currently looking for an experienced and empowering Game Lead to join our growing studio. You will make sure the development of the game runs smoothly and that the team can do their best work. You will remove blocks, manage external suppliers if needed and represent the team within the rest of the company. This role is perfect for a versatile self-starter who understands the concept of servant leadership.

At BNM we make game related decisions as a group effort. Everyone in the team is responsible for delivering the best possible experience. So, whether you're a Community Manager or Coder, Data Scientist or Designer your voice is always heard. While decisions are made like this, it's still important to have someone who can lead and drive the overall development and makes sure that everyone is tuned in and performing as highly as possible.
Nivel de experiencia
Director
Sector
Videojuegos
Tipo de empleo
Jornada completa
Funciones laborales
Producción"
0,Preply,Data Analyst / Scientist - Business,"Barcelona, Cataluña, España",Publicado hace hace 3 semanas,88 visualizaciones,Algo de responsabilidad,Servicios y tecnologías de la información Software Internet,Jornada completa,Tecnología de la información,"Preply is a global language learning marketplace, connecting 15,000+ tutors with millions of learners from all over the world. Since the company launched in 2012, students have signed up to more than five million lessons.

Backed by some of the world’s leading investors, Preply is on a mission to shape the future of effective learning. Fueled by a belief that live engagement with a teacher is still the most effective way to learn a new skill, Preply is building a personalized learning space that will enable individual learners to reach their goals in the fastest way possible.

Powered by a tenfold increase in revenues over the last three years, Preply now has 220+ employees of over 37 nationalities based between Barcelona and Kyiv. Preply is driven by a culture of experimentation and data-driven learnings, focused on building best-in-class consumer and enterprise solutions.

As the company looks to increase momentum and scale geographically, this is a unique opportunity to join one of the most vibrant and attractive start-up communities in the world.

Preply is looking for a highly analytical person to join a team of talented data scientists who work at constantly improving the understanding of our customers (supply & demand).

As part of this role, you’ll study user behavior, design AB Tests for our experimentation platform, analyze the results and provide insights and recommendations to our stakeholders.

You’d be embedded in cross-functional teams and work closely with product managers, tech leads, designers, etc. to provide our tutors and learners with the best product experience.

As a Data Scientist, You Will
Master the dynamics of tutors/learners interaction and the economics of Preply’s marketplace
Produce thorough data analytics across the customer journey, from acquisition to activation, engagement and retention
Increase our customer knowledge through applied analytics, clustering and segmentation
Quantify the impact of the initiatives in order to identify growth opportunities and help prioritize our roadmap
Communicate results to technical and non-technical audiences, sharing knowledge and insights across the organization
Design, execute, and evaluate experiments on a global scale (CRM, copy, etc.)
Iterate on our growth strategy (attribution, bidding, segmentation, channels optimization, incremental tests, media-mix modeling, etc.)
Contribute to the development of analytics libraries and frameworks
Collaborate with the Data Strategy team to define standards and best practices as well as sharing knowledge and capabilities across the team
Participate in the definition of tracking events, engagement metrics and key performance indicators
Work with the Data Engineering team to model data in our Datawarehouse and productionize your data pipelines.
Build models aimed at understanding customer behaviour and predicting key metrics such as conversion, retention and LTV
Work closely with our BI experts to develop effective data visualizations, reports and dashboards


What We Are Looking For
Experience as an in-house Data Scientist or Data Analyst. At least 3 years' experience, ideally more.
Knowledge of quantitative fields (statistics, mathematics, etc.)
Strong coding skills in one or more analytics languages (SQL, Spark, Python, etc.)
Previous experience in some of the following Growth techniques: attribution, bidding, segmentation, channels optimization, incremental tests, media-mix modelling
Strong curiosity, problem solving and problem finding skills
Creative mindset and proactive attitude towards the creation and evaluation of new hypotheses
Good understanding of data analysis concepts such as conversion, LTV/CAC, Cohort analysis, Retention, etc.
Good written and verbal communication skills. B1 English is a must


Nice To Have
Previous experience in Marketplaces and/or digital businesses (B2B, B2C, B2B2C)
Knowledge of Looker, Tableau or other BI tools
Knowledge of coordination tools (Airflow, Luigi, Jenkins, etc.)
Knowledge of version controlling tools (GitHub, GitLab, etc.)


What We Offer
An opportunity for personal and professional growth, supported by high functioning teams, stellar investors and the exciting challenges that come with joining a company at the start of its growth trajectory;
An environment free of bureaucracy and corporate constraints; a culture where your opinion is highly valued and appreciated;
An open, collaborative, dynamic and international culture;
A monthly allowance for self-development on Preply.com;
A competitive financial package, with generous leave allowance and health insurance


Our Values
Human: We speak honestly and directly with compassion and radical candor. We believe every interaction should be friendly, personalized, diverse and inclusive. Above all, we believe fun should be apart of everything we do
Customer Obsession: We put our customers first by asking for feedback and analyzing the data to build products they love.
Hungry: Our will to win is unmatched. We make bold, data-informed decisions, to quickly deliver value to our customers. We dare to dream big, think like co-owners, and go the extra mile to hire others who share our champion spirit.
Humble: We keep our egos low, constantly learn, and trust in data to make smart decisions. We know that our knowledge is imperfect and incomplete, but not stagnant. There's always more to learn from each other, our customers, and the world around us.
Curious: We are lifelong learners. Our curiosity helps us to view tough situations more creatively. We kill the noise and go deep on insights. We face challenges head on, and consistently seek opportunities to learn more.
Hackers: We’re obsessed with our customer’s problems. We focus on what matters, design with pragmatism, and move with incredible speed to create simple, creative, and scalable solutions.


Diversity, Equity, And Inclusion

Preply.com is committed to creating an inclusive environment where people of diverse backgrounds can thrive. We believe that the presence of different opinions and viewpoints is a key ingredient for our success as a multicultural Ed-Tech company. That means that Preply will consider all applications for employment without regard to race, color, religion, gender identity or expression, sexual orientation, national origin, disability, age or veteran status.
Nivel de experiencia
Algo de responsabilidad
Sector
Servicios y tecnologías de la información Software Internet
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información"
0,Data Scientist,,,,,Sin experiencia,Servicios y tecnologías de la información Software Servicios financieros,Jornada completa,Ingeniería Tecnología de la información,"From Spring Professional we are looking for a Data Scientist for a leading provider of economic intelligence, located in Barcelona.

Responsibilities
Build API solutions for clients as well as for internal processes
API integration with SQL.
Mining and analyzing internal and external data sources for newsworthy trends, insights and data points
Improve data extraction from websites, PDFs, websites, databanks, etc.
Development of Data Solutions in company database
Help maintain code quality and organization
Make vital improvements to the production process in our data platform to include but not limited to the following priorities:
Debugging code (VBA, Python)
Optimize workflows for panelist input and collection of historical data
Create database-based validation tools
Create and adjust algorithms for forecast adjustments, current and future
Develop algorithms and methods to validate data.
Work with Research Team to improve production processes on an ongoing basis
New Product Development
Ongoing Maintenance and Administration in Data Team
Documentation of all technical processes both internal and external
Respond to ongoing client queries in coordination
Create and distribute flat files
Joint ownership of data platform (SQL server)
Education and Work Experience
University degree in Statistics
Previous work experience as a Data Scientist, Data Analyst or similar
Knowledge in economics is a plus. Experience with economic indicators would be a strong asset.
Basic Requirements
1-2 years of experience as a Data Scientist or Data Analyst (internships taken into consideration)
Strong Python or R skills, with preference for Python
Experience with object-oriented programming languages
Solid experience in data scraping
Intermediate VBA knowledge: ability to understand existing tools and improve them (array functions, external loops)
Intermediate SQL knowledge: ability to read complex queries easily and reproduce them (stored procedures)
Solid English, spoken and written
Soft skills
Analytical mind and business acumen
Problem-solving skills
Solid communication skills
Self-driven and detail oriented with strong commitment to deadlines
Requisitos
Estadística, data science
Nivel de experiencia
Sin experiencia
Sector
Servicios y tecnologías de la información Software Servicios financieros
Tipo de empleo
Jornada completa
Funciones laborales
Ingeniería Tecnología de la información"
0,Sector Alarm España,Marketing Data Engineer,Madrid y alrededores,Publicado hace hace 4 días,128 visualizaciones,Algo de responsabilidad,Servicio al consumidor,Jornada completa,Marketing Ventas,"Anunciado por
Marta Ros Claros 2º
Talent & Recruitment Manager HR Manager HRBP
About Sector Alarm
In Sector Alarm, we are constantly developing our products and services. Our state-of-the-art solutions, together with our great employees, have resulted in strong financial and organic growth over the last years.
To support our continuous growth and expansion, we need to strengthen our team with a Marketing Analytics Engineer. This position will be based in Madrid, reporting to the Group Marketing Analytics Director.
We are looking for a natural team player, who is results-oriented and loves working with people from different cultures. This person will work closely with the country Marketing teams to support our growth strategies.
 The role
As part of the Group Marketing team, with a direct line to the Group Director of Marketing Analytics, you will be taking part in providing data and insights across the organization to support Marketing decisions.
 You will be working at group level providing support and collaborating with 6 countries: Norway, Sweden, Finland, Ireland, France, and Spain.
You will set-up and maintain the data infrastructure and processes that support marketing information systems and applications.
Main responsibilities
Ensure Data Quality
Build an optimize ETL processes, integrating additional data sources as needed
Maintain our data infrastructure, optimizing for cost, performance, scalability and reliability
Liaise with Business Intelligence, Local Marketing Teams and other stakeholders to get the right data needed to generate dashboards and analysis
Maintain and evolve our Web Analytics Instrumentation
Maintain and evolve existing dashboards
Support ad hoc projects (e.g. Attribution Modelling)

What is your background
Undergraduate or master’s degree with 1-3 years of experience as a Data engineer or similar role, in a strong digital environment, digital media experience a plus.
Coding skills in Python and SQL
Digital Analytics knowledge (Google Analytics, google tag Manager, Segment…)
Knowledge / Experience with Dashboard solutions (eg. PowerBI, Tableau, …)
Cloud Experience (AWS, Azure or Google Cloud) and CRM Microsoft Dynamics experience is a plus
 What is your profile
Excellent analytical and quantitative problem-solving skills
Agility, flexibility, capability to adapt and work quickly
Proactive with a “can do attitude” and eager to keep learning
Great ability to work in a team environment and with people at all levels in an organization
Excellent verbal & written communication skills in English.
Nivel de experiencia
Algo de responsabilidad
Sector
Servicio al consumidor
Tipo de empleo
Jornada completa
Funciones laborales
Marketing Ventas"
0,VIEWNEXT,Data Engineer (Tableau),"Salamanca, Castilla y León, España",Publicado hace hace 1 semana,237 visualizaciones,Intermedio,Servicios y tecnologías de la información,Jornada completa,Tecnología de la información,"¿Te gustaría trabajar con grandes clientes y formar parte de proyectos innovadores?
Desde VIEWNEXT buscamos gente como tú: innovadora, con talento y con ganas de mejorar cada día en nuestro entorno.

¿Qué buscamos?
Buscamos un Data Engineer con conocimientos y experiencia en el diseño y desarrollo de Dashboards en Tableau, partiendo de maquetas del usuario como interfaz a la información cargada, para formar parte de un gran proyecto tecnológico en el sector de farmacéutico.

Requisitos:
Experiencia de más de 3 años en Tableau
Nivel alto de inglés

¿Por qué Viewnext?
Te ofrecemos:
Integrarte en una compañía del grupo IBM con más de 4500 trabajadores.
Formación específica a cargo de la empresa una vez iniciada la relación laboral.
Integración en proyectos para diferentes e importantes clientes.
Plan de formación continuo, desarrollo profesional y plan de carrera definido adaptado a ti.
Plan de retribución flexible acorde a tus necesidades (seguro médico privado, cheques formación para estudiar idiomas, cheques guardería, tarjeta transporte...).
Integración en un equipo de profesionales motivados, en un ambiente de trabajo innovador y dinámico.
Modelo de gestión sostenible y políticas de igualdad efectiva, ambientes de trabajo abiertos e inclusivos.
Alto grado de autonomía, horario flexible y posibilidad de realizar teletrabajo.

Si estás interesad@ no dudes en inscribirte en nuestra oferta, ¡queremos conocerte!

¿Quieres saber un poco más de nosotros? Haz click en el siguiente enlace:

https://www.youtube.com/watch?v=C9z50VSdjc
Nivel de experiencia
Intermedio
Sector
Servicios y tecnologías de la información
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información"
0,Accenture España,Data Scientist Madrid/Barcelona/Bilbao,"Barcelona, Cataluña, España",Publicado hace hace 2 semanas,4071 visualizaciones,Intermedio,Servicios y tecnologías de la información Software Telecomunicaciones,Jornada completa,Investigación Estrategia/planificación,"About Accenture

Accenture is a leading global professional services company, providing a broad range of services at scale in strategy and consulting, interactive, technology and operations, with digital capabilities across all off these services.

We combine unmatched experience and specialized capabilities across more than 40 industries – powered by the world’s largest network of Advanced Technology and Intelligent Operations centers.

With 513,000 people serving clients in more than 120 countries, Accenture brings continuous innovation to help clients improve their performance and create lasting value across their enterprises.

Working closely with clients our Strategy & Consulting professionals help transform the world’s leading organizations, working across the C-suite to capitalize on disruption, enable competitiveness, and drive growth and profitability via continuous innovation.

About Supply Chain And Operations Applied Intelligence

Part of Accenture Strategy and Consulting, we help our clients grow their business in entirely new ways. Artificial Intelligence and Analytics enable our clients to achieve high performance through insights from data - insights that inform better decisions and strengthen customer relationships.

The Barcelona Innovation Center has been at the forefront in helping clients from around the globe and across industries under the umbrella of intelligent operations for the last 15 years. We develop cutting-edge assets and solutions to reduce costs and improve supply chain processes, such as optimization of stock levels, demand planning and forecasting, automated warranty solutions, and predictive asset maintenance.

Our team is composed of over 90 data scientists and Data Engineers with specialized background in Supply Chain & Operations, 20% of which are PhD’s in the areas of Mathematics, Computer Science, Physics or Statistics. All that knowledge, combined with Accenture’s business experience, fosters an environment that allows us to quickly react to changing business conditions and provide tailored solution for our client’s needs.

Data Scientist role:

You will have the opportunity of being part of the Data Analyst group, working for our top clients in the evolution of their core systems and the implementation of new digital technologies. As part of the group, you will be trained on new Data, and you can take part of certification processes for those technologies.

Your Goals

Your objective would be to re-imagine the future of the industry, and the next generation of predictive process control

Your role will require the extraction, wrangling and enrichment of data from one or multiple sources, online or offline

Develop innovative thought leadership and contribute to the creation of points of view on re-usable models in Supply Chain.

Key Responsibilities

Responsible for the development of predictive models and the generation of data-driven insights to solve industrial problems or challenges.

You’ll be responsible for development, training and validation of mentioned models, and the visualization of the data and model results through dynamic dashboards.

Manage and manipulate data sets, including: variables definition, performing calculations and summarizations, and creating solutions to address client business needs.

Outline and structure the project tasks and best approach, along with team senior members, from the detailed understanding of client’s problem statement and their specific business requirements.

Provide specific training and guidance to development factory to ensure data integration activities around base and feature-enriched tables align with the analytical models.

Develop and maintain analytical models.

Demonstrate a high degree of ownership, accountability for your output and commitment to the task.

Mentor and train junior developers and modelers.

Support Management team on client proposals and other sales activities.

Ability to work collaboratively and effectively with offshore development teams and provide guidance to ensure quality deliverables.

Skills you will need:

You should have working knowledge of process data visualization, statistics/statistical testing, machine learning, data mining, and database structure and management.

Passion in statistical analysis.

Critical thinking and attention to detail.

Statistical analysis/programming in tools like R, SAS, PYTHON, SCADA, Spark, MATLAB, Tensor Flow, Torch, Caffe, Excel, CNTK.

Knowledge in visualization tools like Shiny, Spotfire, Qlikview, Tableau, PowerBI.

Knowledge of full life cycle development methodologies
Nivel de experiencia
Intermedio
Sector
Servicios y tecnologías de la información Software Telecomunicaciones
Tipo de empleo
Jornada completa
Funciones laborales
Investigación Estrategia/planificación"
0,Elastic,Observability - Senior Data Scientist,"Barcelona, Cataluña, España",Publicado hace hace 3 días,97 visualizaciones,"Different people approach problems differently. We need that. Elastic is committed to diversity as well as inclusion. We are an equal opportunity employer and committed to the principles of affirmative action. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status or any other basis protected by federal, state or local law, ordinance or regulation. If you require any reasonable accessibility support, please email candidate_accessibility@elastic.co.",Servicios y tecnologías de la información Software Internet,Jornada completa,Otro,"Elastic is a free and open search company that powers enterprise search, observability, and security solutions built on one technology stack that can be deployed anywhere. From finding documents to monitoring infrastructure to hunting for threats, Elastic makes data usable in real-time and at scale. Thousands of organizations worldwide, including Barclays, Cisco, eBay, Fairfax, ING, Goldman Sachs, Microsoft, The Mayo Clinic, NASA, The New York Times, Wikipedia, and Verizon, use Elastic to power mission-critical systems. Founded in 2012, Elastic is a distributed company with Elasticians around the globe. Learn more at elastic.co.

The Observability team is in charge of developing solutions that focus on application developers and engineers that run infrastructure and services supporting these applications. Elasticsearch is an efficient datastore for logs, metrics, and application traces, supporting the three pillars of observability. The Observability team builds and maintains solutions that make getting insights from this data turnkey and efficient, such as our APM, Metrics, Logs and Uptime solutions. When developing these solutions, we think about the problem end-to-end: how do we automatically collect data from common data sources, how do we store it efficiently in Elasticsearch, how do we present this information to the user, what actions do we take on the insights from the data? All of these aspects are important in bringing a turnkey solution to the market.

The Observability team is looking for a Data Scientist to develop machine learning technologies to help with root cause analysis, anomaly detection and performance improvement in Logs, Metrics, APM and Synthetic Monitoring data. We value autonomy, curiosity, fastidiousness, and questioning the status quo. You will partner with the broader Elastic Observability team, a diverse set of Observability specialists who lend domain expertise to work with you in order to solve creative Observability problems.

You will also collaborate with the Machine Learning team to work on new and improve existing Machine Learning algorithms.

The team is diverse and distributed across the world, and collaborates every day over GitHub, Zoom, and Slack. Thus, the ability to work within a distributed team is critical. You don’t always need to be the person with the answer or the person making the decisions, but instead should be able to guide discussions to help the team make decisions together.

What you will be doing

Working as part of the Observability team at Elastic, with other machine learning specialists and engineers
Your primary focus will be the successful training, evaluating, and delivery of Observability ML integrations, correlations and root cause analysis workflows
Automate collection of customer feedback data in order to make our models better
Design small-scale experiments to understand new data and determine concept drift
Design dashboards to explain efficacy and performance of current vs. historical models
Participate in collaborative efforts to improve our ML jobs with the ML team and other engineers
You will be encouraged to design and prototype machine learning models to demonstrate real-time Observability data to provide anomaly detection
Design and develop data-driven solutions that can run against millions of Observability data points

What you will bring along

5+ years of machine learning experience; strong preference for a focus on Observability problems
Solid understanding of deep learning, clustering, and graph algorithms
Experience working within engineering teams and being able to apply engineering solutions to data science problems
Experience using or developing data pipelines including the collection, normalization, storage, and API access of complex event data
Proficient programming skills and experience using ML-related libraries
Ability to synthesize evaluation metrics, customer feedback, and internal analysis to tell a clear story of model performance
Passion for providing novel contributions on machine learning techniques
Experience as a hands-on software engineer so you understand the core principles of the engineering work that is going on in your team
A conscientious approach to communication, a good sense of humour, and a genuine interest in the success and growth of the people you work with
Experience with observability, monitoring, and AIOps solutions
Ability to work in a fast paced and highly autonomous environment
Experience training models using scikit-learn, xgboost, PyTorch/Tensorflow is a plus

Additional Information - We Take Care of Our People

As a distributed company, diversity drives our identity. Whether you’re looking to launch a new career or grow an existing one, Elastic is the type of company where you can balance great work with great life. Your age is only a number. It doesn’t matter if you’re just out of college or your children are; we need you for what you can do.

We strive to have parity of benefits across regions and while regulations differ from place to place, we believe taking care of our people is the right thing to do.

Competitive pay based on the work you do here and not your previous salary
Health coverage for you and your family in many locations
Ability to craft your calendar with flexible locations and schedules for many roles
Generous number of vacation days each year
Double your charitable giving - We match up to $1500 (or local currency equivalent)
Up to 40 hours each year to use toward volunteer projects you love
Embracing parenthood with minimum of 16 weeks of parental leave

Different people approach problems differently. We need that. Elastic is committed to diversity as well as inclusion. We are an equal opportunity employer and committed to the principles of affirmative action. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status or any other basis protected by federal, state or local law, ordinance or regulation. If you require any reasonable accessibility support, please email candidate_accessibility@elastic.co.
Sector
Servicios y tecnologías de la información Software Internet
Tipo de empleo
Jornada completa
Funciones laborales
Otro"
0,eDreams ODIGEO,BI Data Engineer,"Barcelona, Cataluña, España",Publicado hace hace 1 semana,140 visualizaciones,Algo de responsabilidad,"Ocio, viajes y turismo",Jornada completa,Tecnología de la información Negocios,"Anunciado por
Elisabet Abad 2º
Senior Talent Acquisition Specialist en eDreams ODIGEO
eDreams ODIGEO is one of the world's largest online travel companies and one of the largest e-commerce businesses in Europe. Under its four leading online travel agency brands – eDreams, GO Voyages, Opodo, Travellink, and the metasearch engine Liligo – it serves more than 18 million customers per year across 46 markets. Listed on the Spanish Stock Market, eDreams ODIGEO works with over 665 airlines and has partnerships with 130. The brand offers the best deals in regular flights, low-cost airlines, hotels, cruises, car rental, dynamic packages, holiday packages and travel insurance to make travel easier, more accessible, and better value for consumers across the globe.

The BI Data Engineer will work within the BI team in an agile environment working on the current BI platform migration from Oracle to Google Cloud Big Data technology. His main responsibilities will cover the full ETL process, from data gathering to dashboard building in Microstrategy. The new platform will be able to support billions of records per day.


Your role?

Understand and translate Product Owners needs into specific tasks.
Analyze, document and develop reports targeted to a variety of users.
Data load processes development and optimization.
Data QA control.
Support users when needed.
Liaise with other areas of the BI department.



So, are you the right fit? YES, if you:

BS or MS in Computer Science or equivalent (IT engineer), Mathematics, Physics, Economics, etc...
+2 year experience in SQL and data modeling.
+2 years of solid proficiency experience in Python.
+2 year experience working in agile environments.
+1 year experience in Google Cloud Composer (Airflow), Data Proc and BigQuery.
Experience in Visualization tools such as Microstrategy or Qlikview is desirable but not mandatory.
Analytic mind, organized, team player and self-starter. With attention to detail and focused on results and productivity.
English is a must.


What do we offer?

Safe environment during COVID times: Onboarding and daily work can be done 100% remote.
A free eDreams Prime subscription to benefit from significant discounts on your travels.
Competitive compensation package with an attractive bonus structure.
Excellent environment for continuous growth and learning: with our Learning & Development programs, you will have access to tech talks, internal soft skills and technical skills training, language lessons, external events and industry conferences.
Free subscription to O'Reilly Online Learning.
Fast-track career development: with our unique programs, you are always working towards the next step on your career path.
We also have for you a Ticket Restaurant benefit & unlimited beverages and coffee for free at the office (with many types of milk alternatives) because we like our eDOers happy and healthy! 
A phenomenal lifestyle and work-life-balance.
New to the city? We also offer great relocation packages.
Additional prizes and awards for a variety of team and individual achievements.
Fun at work: at eDreams ODIGEO, work and fun go hand in hand!

… And the opportunity to work in a dynamic, dedicated, fun and passionate team of professionals. We journey together!

Come fly with us and join us now.

eDreams ODIGEO under its four leading online travel agency brands – eDreams, GO Voyages, Opodo, Travellink, and the metasearch engine Liligo –is an equal opportunity employer and value diversity and inclusion. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status or disability status.
Nivel de experiencia
Algo de responsabilidad
Sector
Ocio, viajes y turismo
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información Negocios"
0,Qbeast Analytics,Senior Big Data Engineer,"Barcelona, Cataluña, España",Publicado hace hace 2 meses,36 visualizaciones,Algo de responsabilidad,Servicios y tecnologías de la información Software Internet,Jornada completa,Ingeniería Tecnología de la información,"About Qbeast

Qbeast is a spin-off of the Barcelona Supercomputing Center (BSC) with an innovative approach to Big Data. Qbeast's data storage technology organizes and manages data in the way our brain consumes it, providing great insights while accessing only the minimum quantity of raw data, something we call Data Leverage.

We're in Barcelona and backed by investors (VCs).

The Opportunity

We are actively looking for a person to help create Spark extensions, extend Apache Spark's Query planner, promote best practices, and support our Big Data infrastructure.

We want you...

As a critical piece of our tech team, the job will involve:
The design and implementation of extensions for the Spark query planner and analyzer, and optimizing Spark to take advantage of the technology of Qbeast
Key tasks to make our Platform ready for market in 2021
Set up a regression benchmark process to test the speed and improvements of the Qbeast Platform overtime.

To be in the team we ask for
English proficient at work
University degree in STEM
Work at least 3 days a week in the office
Master: Git, Bash, regex, issue tracking
Takes informed technical decisions based on data
Experience running Spark in production
Detailed knowledge of the different steps performed by Spark to ingest and analyze data
Well-organized, able to follow agile or methodologies, and capable of organizing the work
Willing to keep learning, sharing knowledge, and support other members of the team
Willing to teach, coach other junior colleges


Nice To Have
Experience implementing Spark DataSources
Previous experience integrating Big Data software and communications (JDBC)
Experience injecting custom extensions on Spark or modifying the internals of Spark
Ph.D. or Ph.D. candidate
Experience deploying on K8s
Knowledge of Scala is a must, willing to learn Python.

Our tech stack
We are developing a revolutionary storage technology that will power data analytics for different processing frameworks, starting with Apache Spark.
We deliver a full-stack platform built on Voila, Jupyter, VueJS/React with Spark, and our storage solution, all running on K8s.
Our programming languages are mainly Python, Scala, Java, and Js.


Benefits

Market conditions according to your background and experience

Friendly office in the 22@ in Barcelona, next to the beach and the City Center.

Flexible Compensation.

Our Commitment

The good things of a startup: we are building a culture of work, not only revolutionary software.

You will be with talented, nice people.

The best coffee you will find.

Qbeast will be a company of reference in Data Engineering.

We are always learning about tech and business.
Nivel de experiencia
Algo de responsabilidad
Sector
Servicios y tecnologías de la información Software Internet
Tipo de empleo
Jornada completa
Funciones laborales
Ingeniería Tecnología de la información"
0,DataRobot,Customer Facing Data Scientist,"Barcelona, Cataluña, España",Publicado hace hace 1 semana,806 visualizaciones,Intermedio,Servicios y tecnologías de la información Software Internet,Jornada completa,Ingeniería Tecnología de la información,"Customer Facing Data Scientists (CFDSs) are critical to making our customers successful. An ideal CFDS candidate should have strong fundamentals of applied data science in business setting, and should enjoy communicating and evangelizing data science solutions to business stakeholders.

Responsibilities
Product
Representing the DataRobot product from a technical standpoint to customers – including demonstrations, conducting proof-of-concept trials, helping clients evaluate success criteria, and training users
Providing the customer’s point of view to DataRobot’s Product team, informing the direction of future product feature development
Data Science
Enabling customers to solve complex data science problems using DataRobot – including problem framing, data preparation, model building, model deployment, model management, and output consumption
In some cases, executing data science workflows for customers
Providing data science knowledge and expertise as a trusted advisor to the client
Project management
Conducting and managing data science projects with customer’s vision of success in mind
Collaborating with Sales, Field Engineers, and the rest of the DataRobot team to identify the best possible resources to move forward customer’s projects
Leadership
Building a long-term trusted relationship with the customer so that the customers can be led towards success
Understanding and empathizing with customers’ pain points of building AI solutions
Qualifying opportunities where DataRobot can be a suitable fit and thus making DataRobot more efficient
Presenting DataRobot in industry conferences as well as creating powerful technical content for marketing purposes

On a day-to-day basis, CFDS work side-by-side with the Sales, Account Management, and Field Engineering teams to help our customers achieve their goals with DataRobot. Internally, CFDS act as the voice of the customer to the Product, Engineering, and Marketing teams.

Main Requirements
4-5+ years of real-world business experience in a data science role
Hands-on experience building and implementing predictive models using machine learning algorithms
Strong customer interaction experience
Strong project management skills
Excellent organizational, communication, writing and interpersonal skills
Familiarity with a variety of technical tools for the manipulation of datasets
Fluency with scripting (Python / R)
Up to 25% travel outside of Barcelona (remote work during pandemic)
Language requirements: English and Spanish


Desired
Familiarity with consultative sales process in the analytics marketplace
Familiarity with Hadoop and related Big Data technologies
Experience dealing with complex customer organizations
Nivel de experiencia
Intermedio
Sector
Servicios y tecnologías de la información Software Internet
Tipo de empleo
Jornada completa
Funciones laborales
Ingeniería Tecnología de la información"
